Isolate name	Standardized name	Isolation	Ecological origins	wine_eco	Geographical origins	HO deletion	SSD1_allele	Ploidy	Aneuploidies	Aneuploidy_type	Zygosity	Mean coverage	Clades	Collection / Provider	Reference	heterozygosity	basename	ssd1geno	ssd1het	chr1only
CBS1194	AHE	Wine	Wine	Wine	NA	yes	A	1	aneu;+1*8;	Gain	homozygous	215	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000170942	CBS1194	AA	hom	FALSE
CBS1196	AQS	Arak Distillery	Distillery	Distillery	Indonesia	no	B	2	aneu;+1*1;	1only	heterozygous	215	26. Asian fermentation	CBS collection (Nguyen H.V.)	Peter	0.000417209	CBS1196	BB	hom	TRUE
CBS1227	AHR	Abscess on epididymis	"Human, clinical"	"Human, clinical"	Romania	yes	A	1	euploid	Euploid	homozygous	268	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000162739	CBS1227	AA	hom	FALSE
CBS1230	AQT	Beer	Beer	Beer	Belgium	no	A	3	aneu;+1*6;	Gain	heterozygous	232	11. Ale beer	CBS collection	Peter	0.002776727	CBS1230	AA	hom	FALSE
CBS1236-a	AAL	Bakery	Bakery	Bakery	France	no	B	2	aneu;-1*6;	Loss	heterozygous	188	8. Mixed origin	CBS collection (Nguyen H.V.)	Peter	0.003219681	CBS1236_a	BB	hom	FALSE
CBS1239	ARA	Distillery	Distillery	Distillery	NA	no	B	4	aneu;+1*1;+1*8;+1*15;	Gain	heterozygous	226	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.003180972	CBS1239	BB	het	FALSE
CBS1248	AEC	Brewers yeast	Beer	Beer	NA	no	B	Xn	NA	Euploid	heterozygous	111	11. Ale beer	CBS collection (Nguyen H.V.)	Peter	0.003564624	CBS1248	AB	het	FALSE
CBS1250	APV	Cherry wine	Wine	Wine	Spain	no	A	2	euploid	Euploid	homozygous	226	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000147656	CBS1250	AA	hom	FALSE
CBS1252	AFF	Bakery	Bakery	Bakery	France	yes	B	1	euploid	Euploid	homozygous	213	8. Mixed origin	CBS collection (Nguyen H.V.)	Peter	0.000219207	CBS1252	BB	hom	FALSE
CBS1254	ARB	Bakery	Bakery	Bakery	NA	no	B	4	aneu;+1*8;-1*10;	Both	heterozygous	241	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.003211439	CBS1254	BB	het	FALSE
CBS1257	ARC	Wine	Wine	Wine	Germany	no	A	2	aneu;+1*14;	Gain	heterozygous	220	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000402349	CBS1257	AA	hom	FALSE
CBS1385	AGE	Bakery	Bakery	Bakery	NA	no	B	2	aneu;-1*6;	Loss	heterozygous	211	8. Mixed origin	CBS collection (Nguyen H.V.)	Peter	0.002919731	CBS1385	AB	het	FALSE
CBS1387	AFG	Bakery	Bakery	Bakery	NA	yes	B	1	euploid	Euploid	homozygous	678	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.000314142	CBS1387	BB	hom	FALSE
CBS1388a	AAH	Unknown	Unknown	Unknown	NA	yes	A	1	euploid	Euploid	homozygous	264	NA	CBS collection (Nguyen H.V.)	Peter	0.000324229	CBS1388a	AA	hom	FALSE
CBS1394	AEL	Distillery	Distillery	Distillery	NA	no	B	2	euploid	Euploid	heterozygous	213	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.003121937	CBS1394	BB	het	FALSE
CBS1398	ARE	Leaf of Eucalyptus sp.	Tree	Tree	NA	no	A	2	aneu;+1*2;+1*3;+1*6;+4*9;+1*12;+1*14;+1*15;	Gain	heterozygous	244	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.001578984	CBS1398	AA	het	FALSE
CBS1419	AHS	Wine	Wine	Wine	Ghana	yes	B	1	aneu;+1*9;	Gain	homozygous	290	13. African palm wine	CBS collection (Nguyen H.V.)	Peter	0.000276228	CBS1419	BB	hom	FALSE
CBS1428	AEI	Bakery	Bakery	Bakery	NA	yes	B	1	euploid	Euploid	homozygous	240	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.000331094	CBS1428	BB	hom	FALSE
CBS1460	AHT	Fermenting fruit	Fermentation	Fermentation	Indonesia	yes	A	1	euploid	Euploid	homozygous	244	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000159976	CBS1460	AA	hom	FALSE
CBS1463	AIG	Beer	Beer	Beer	NA	yes	A	1	euploid	Euploid	homozygous	172	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.0002465	CBS1463	AA	hom	FALSE
CBS1464	AFT	Infected nail of 4 yo girl	"Human, clinical"	"Human, clinical"	Austria	no	B	4	euploid	Euploid	homozygous	221	8. Mixed origin	CBS collection (Nguyen H.V.)	Peter	0.000283138	CBS1464	BB	hom	FALSE
CBS1479	AGF	Wine	Wine	Wine	NA	yes	A	1	euploid	Euploid	homozygous	475	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.00014515	CBS1479	AA	hom	FALSE
CBS1480	AGG	Distillery	Distillery	Distillery	NA	no	B	2	euploid	Euploid	heterozygous	217	26. Asian fermentation	CBS collection (Nguyen H.V.)	Peter	0.000603574	CBS1480	BB	hom	FALSE
CBS1487	AHV	Brewery	Beer	Beer	NA	yes	A	1	aneu;+1*1;+1*11;	Gain	heterozygous	192	8. Mixed origin	CBS collection (Nguyen H.V.)	Peter	0.000451119	CBS1487	AA	hom	FALSE
CBS1489	ASG	Tubercular lung	"Human, clinical"	"Human, clinical"	Italy	no	A	2	aneu;+2*2;+1*3;+1*8;+1*10;	Gain	homozygous	275	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000224211	CBS1489	AA	hom	FALSE
CBS1508	AEP	Starter for sorghum brandy	Distillery	Distillery	NA	no	B	2	euploid	Euploid	homozygous	327	26. Asian fermentation	CBS collection (Nguyen H.V.)	Peter	0.000247729	CBS1508	BB	hom	FALSE
CBS1509	AFH	Distillery	Distillery	Distillery	NA	yes	B	1	euploid	Euploid	homozygous	484	26. Asian fermentation	CBS collection (Nguyen H.V.)	Peter	0.000212274	CBS1509	BB	hom	FALSE
CBS1540	AHF	Tibi grains	Nature	Nature	Switzerland	yes	A	1	euploid	Euploid	homozygous	235	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.000282949	CBS1540	AA	hom	FALSE
CBS1544	AGP	Juice	Fruit	Fruit	Netherlands	yes	A	1	aneu;+1*1;+1*9;	Gain	heterozygous	287	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.000538702	CBS1544	AA	hom	FALSE
CBS1576	ARG	Exudate of Arenga sp.	Tree	Tree	"Celebes, Sulavesi, Indonesia"	no	B	2	euploid	Euploid	homozygous	222	24. Asian islands	CBS collection (Nguyen H.V.)	Peter	0.000306773	CBS1576	BB	hom	FALSE
CBS1582	AGH	Wine	Wine	Wine	Portugal	yes	A	1	euploid	Euploid	homozygous	225	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000161861	CBS1582	AA	hom	FALSE
CBS1586	AHG	Pear must	Fruit	Fruit	NA	yes	A	1	euploid	Euploid	homozygous	228	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000145951	CBS1586	AA	hom	FALSE
CBS1590	AGI	Grape must / juice	Wine	Must	Italy	no	A	2	euploid	Euploid	homozygous	328	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000150202	CBS1590	AA	hom	FALSE
CBS1592	ARH	Fermenting cacao	Fermentation	Fermentation	"Java, Indonesia"	no	B	2	aneu;+1*1;	1only	heterozygous	211	24. Asian islands	CBS collection (Nguyen H.V.)	Peter	0.000818941	CBS1592	BB	hom	TRUE
CBS1593	ARI	Fermenting cacao	Fermentation	Fermentation	"Java, Indonesia"	no	B	2	aneu;+2*1;+1*2;	Gain	heterozygous	210	24. Asian islands	CBS collection (Nguyen H.V.)	Peter	0.001127267	CBS1593	BB	het	FALSE
CBS1594	AGR	Plant	Nature	Nature	NA	yes	B	1	euploid	Euploid	homozygous	189	24. Asian islands	CBS collection (Nguyen H.V.)	Peter	0.000297814	CBS1594	BB	hom	FALSE
CBS1602	ARK	Must of Blanchard pears	Fruit	Fruit	NA	no	A	2	aneu;+1*8;+1*13;	Gain	heterozygous	270	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000336481	CBS1602	AA	hom	FALSE
CBS1782	AEQ	Super-attenuated beer	Beer	Beer	Japan	yes	B	1	euploid	Euploid	homozygous	227	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.000284541	CBS1782	BB	hom	FALSE
CBS2087	ARL	Lychee flower	Flower	Flower	China	no	A	2	aneu;+1*1;	1only	heterozygous	233	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000478158	CBS2087	AA	hom	TRUE
CBS2165a	AAC	Brewers	Beer	Beer	England	no	B	2	euploid	Euploid	heterozygous	271	11. Ale beer	CBS collection (Nguyen H.V.)	Peter	0.002401312	CBS2165a	AB	het	FALSE
CBS2180	AIA	Turbid Italian wine	Wine	Wine	Italy	yes	A	1	euploid	Euploid	homozygous	175	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000131734	CBS2180	AA	hom	FALSE
CBS2183	AFI	Wine	Wine	Wine	Chateau Chalon France	yes	A	1	euploid	Euploid	homozygous	407	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000146358	CBS2183	AA	hom	FALSE
CBS2188	ARM	Fruit of Eryobotrya japonica	Fruit	Fruit	Japan	no	B	2	euploid	Euploid	heterozygous	231	25. Sake	CBS collection (Nguyen H.V.)	Peter	0.000613852	CBS2188	BB	hom	FALSE
CBS2246	ARN	Sputum	"Human, clinical"	"Human, clinical"	Netherlands	no	B	3	euploid	Euploid	heterozygous	202	5. French dairy	CBS collection (Nguyen H.V.)	Peter	0.003572492	CBS2246	BB	hom	FALSE
CBS2247	AHK	Grape must	Wine	Must	South Africa	yes	A	1	euploid	Euploid	homozygous	211	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000159486	CBS2247	AA	hom	FALSE
CBS2270	ARP	Japanese wine	Wine	Wine	Japan	no	B	2	aneu;+1*4;+1*11;+1*15;	Gain	heterozygous	256	25. Sake	CBS collection (Nguyen H.V.)	Peter	0.00043866	CBS2270	BB	hom	FALSE
CBS2271	ARQ	Wine	Wine	Wine	Belgium	no	A	2	euploid	Euploid	homozygous	196	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000156607	CBS2271	AA	hom	FALSE
CBS2272	ARR	Butter milk	Dairy	Dairy	"Delft, Netherlands"	no	A	2	aneu;+1*1;+1*3;	Gain	heterozygous	199	5. French dairy	CBS collection (Nguyen H.V.)	Peter	0.000453518	CBS2272	AA	hom	FALSE
CBS2361	AGK	Trinidadian cane sugar	Nature	Nature	UK	yes	B	1	euploid	Euploid	homozygous	405	8. Mixed origin	CBS collection (Nguyen H.V.)	Peter	0.00025096	CBS2361	BB	hom	FALSE
CBS2421	ARS	Japanese kefyr grains	Nature	Nature	NA	no	A	2	aneu;+1*1;	1only	heterozygous	115	5. French dairy	CBS collection (Nguyen H.V.)	Peter	0.002365325	CBS2421	AA	het	TRUE
CBS2441	AEE	Distillery	Distillery	Distillery	NA	no	B	3	aneu;+2*1;+1*5;+1*8;+1*9;	Gain	heterozygous	223	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.003342072	CBS2441	BB	hom	FALSE
CBS2444	AGC	Distillery	Distillery	Distillery	"Seagrams distillery, Louisville, Kentucky"	yes	A	1	aneu;+1*1;+1*5;+1*10;+1*11;	Gain	heterozygous	85	NA	CBS collection (Nguyen H.V.)	Peter	0.00074621	CBS2444	AA	hom	FALSE
CBS2805	AIB	Wine	Wine	Wine	Slovakia	yes	A	1	euploid	Euploid	homozygous	233	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000150359	CBS2805	AA	hom	FALSE
CBS2806a	AAE	Wine	Wine	Wine	Slovakia	yes	A	1	euploid	Euploid	homozygous	228	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000142055	CBS2806a	AA	hom	FALSE
CBS2807	AIC	Wine	Wine	Wine	Slovakia	yes	A	1	euploid	Euploid	homozygous	202	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.00015114	CBS2807	AA	hom	FALSE
CBS2808	ART	Wine	Wine	Wine	Slovakia	no	A	2	euploid	Euploid	heterozygous	191	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000483747	CBS2808	AA	hom	FALSE
CBS2814	AFV	Wine	Wine	Wine	Slovakia	no	A	2	aneu;-1*5;	Loss	homozygous	224	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000148513	CBS2814	AA	hom	FALSE
CBS2888_1b	ABL	Soil	Soil	Soil	South Africa	yes	B	1	euploid	Euploid	homozygous	295	NA	CBS collection (Nguyen H.V.)	1	0.000266321	CBS2888_1b	BB	hom	FALSE
CBS2909	AID	Human feces	Human	Human	NA	no	A	2	euploid	Euploid	heterozygous	200	2. Alpechin	CBS collection (Nguyen H.V.)	Peter	0.000735574	CBS2909	AA	het	FALSE
CBS2910	AIE	Human feces	Human	Human	Portugal	yes	A	1	aneu;+1*9;	Gain	homozygous	203	2. Alpechin	CBS collection (Nguyen H.V.)	Peter	0.000239904	CBS2910	AA	hom	FALSE
CBS2965	ARV	Distillery	Distillery	Distillery	Denmark	no	A	2	aneu;+1*1;	1only	homozygous	253	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000179164	CBS2965	AA	hom	TRUE
CBS2966a	AAI	Distillery	Distillery	Distillery	Denmark	yes	A	1	euploid	Euploid	homozygous	243	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000175301	CBS2966a	AA	hom	FALSE
CBS2970	AER	Blackstrap molasses	Industrial	Industrial	"San Jose sugar mill, Rio Piedras, Puerto Rico"	yes	B	1	aneu;+1*2;+1*4;+1*8;+1*9;	Gain	heterozygous	218	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.000750391	CBS2970	AB	het	FALSE
CBS2973	AEM	Beer wort	Beer	Beer	NA	yes	A	1	aneu;+1*11;	Gain	heterozygous	201	8. Mixed origin	CBS collection (Nguyen H.V.)	Peter	0.00051498	CBS2973	AA	hom	FALSE
CBS2992	AFK	Palm wine	Palm wine	Palm wine	Pakistan	no	B	2	euploid	Euploid	homozygous	187	24. Asian islands	CBS collection (Nguyen H.V.)	Peter	0.000263768	CBS2992	BB	hom	FALSE
CBS3000	AHH	Palm wine	Palm wine	Palm wine	Denmark	yes	B	1	euploid	Euploid	homozygous	203	24. Asian islands	CBS collection (Nguyen H.V.)	Peter	0.00028287	CBS3000	BB	hom	FALSE
CBS3012	AGA	Wine	Wine	Wine	"Cadiz, Spain"	no	A	2	aneu;+2*1;+2*8;	Gain	homozygous	233	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000158957	CBS3012	AA	hom	FALSE
CBS3013	AGS	Wine	Wine	Wine	"Cadiz, Spain"	yes	A	1	euploid	Euploid	homozygous	220	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000154958	CBS3013	AA	hom	FALSE
CBS3078	AGT	Spores	Unknown	Unknown	NA	yes	B	1	euploid	Euploid	homozygous	215	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.000350333	CBS3078	BB	hom	FALSE
CBS3081	AHL	Alpechin (waste from olive oil production)	Industrial	Industrial	Spain	yes	A	1	euploid	Euploid	homozygous	236	2. Alpechin	CBS collection (Nguyen H.V.)	Peter	0.000311767	CBS3081	AA	hom	FALSE
CBS3093	AHM	Alpechin (waste from olive oil production)	Industrial	Industrial	Spain	yes	A	1	euploid	Euploid	homozygous	206	2. Alpechin	CBS collection (Nguyen H.V.)	Peter	0.000259567	CBS3093	AA	hom	FALSE
CBS3093_1b	ABM	Alpechin (waste from olive oil production)	Industrial	Industrial	Spain	yes	A	1	euploid	Euploid	homozygous	198	2. Alpechin	CBS collection (Nguyen H.V.)	1	0.000266587	CBS3093_1b	AA	hom	FALSE
CBS382	APP	Beer	Beer	Beer	"Brazil, Rio de Janeiro"	no	A	3	aneu;+1*9;+1*10;+1*12;	Gain	heterozygous	230	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.002075791	CBS382	AA	het	FALSE
CBS400	APQ	"Palm wine, from Elaeis guineensis"	Palm wine	Palm wine	Ivory Coast	no	B	2	euploid	Euploid	homozygous	245	13. African palm wine	CBS collection (Nguyen H.V.)	Peter	0.000261881	CBS400	BB	hom	FALSE
CBS403	APR	"Ginger beer, from Zingiber officinale"	Beer	Beer	West Africa	no	B	2	aneu;+1*9;	Gain	homozygous	265	13. African palm wine	CBS collection (Nguyen H.V.)	Peter	0.000270561	CBS403	BB	hom	FALSE
CBS4054	AES	Red wine	Wine	Wine	Spain	yes	A	1	aneu;+1*2;	Gain	homozygous	184	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.00015284	CBS4054	AA	hom	FALSE
CBS4079	AEK	Film on white wine	Wine	Wine	Spain	yes	A	1	euploid	Euploid	homozygous	303	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000171839	CBS4079	AA	hom	FALSE
CBS4092	ASA	Film on white wine	Wine	Wine	Spain	no	A	3	aneu;+1*9;	Gain	heterozygous	172	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000564815	CBS4092	AA	hom	FALSE
CBS4093a	AAK	Film on white wine	Wine	Wine	Spain	yes	A	1	euploid	Euploid	homozygous	267	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.00015998	CBS4093a	AA	hom	FALSE
CBS420	AQM	Stracchino cheese	Dairy	Dairy	Italy	no	A	2	aneu;+1*9;+1*16;	Gain	heterozygous	145	5. French dairy	CBS collection (Nguyen H.V.)	Peter	0.001402613	CBS420	AA	hom	FALSE
CBS422a	AAB	Beer	Beer	Beer	"Odessa, Ukraine"	yes	A	1	euploid	Euploid	homozygous	206	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.000241592	CBS422a	AA	hom	FALSE
CBS423	APS	Wine	Wine	Wine	Switzerland	no	A	2	aneu;+1*1;+1*8;+1*14;	Gain	heterozygous	219	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000467913	CBS423	AA	hom	FALSE
CBS4255	ASB	Sputum	"Human, clinical"	"Human, clinical"	NA	no	B	2	euploid	Euploid	heterozygous	247	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.002862648	CBS4255	AB	het	FALSE
CBS428a	AAG	Unknown	Unknown	Unknown	NA	yes	B	1	euploid	Euploid	homozygous	213	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.000302032	CBS428a	BB	hom	FALSE
CBS435	AQN	Moto (sake yeast starter)	Sake	Sake	Japan	no	B	2	euploid	Euploid	heterozygous	221	25. Sake	CBS collection (Nguyen H.V.)	Peter	0.000414388	CBS435	BB	hom	FALSE
CBS436a	AAD	Moto (sake yeast starter)	Sake	Sake	Japan	no	B	2	aneu;+2*8;	Gain	homozygous	205	25. Sake	CBS collection (Nguyen H.V.)	Peter	0.000245971	CBS436a	BB	hom	FALSE
CBS439	AGN	Silvaner grapes	Wine	Fruit	Germany	yes	A	1	euploid	Euploid	homozygous	190	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.000189242	CBS439	AA	hom	FALSE
CBS440	AHQ	Molasses	Industrial	Industrial	Taiwan	yes	B	1	euploid	Euploid	homozygous	239	26. Asian fermentation	CBS collection (Nguyen H.V.)	Peter	0.000280299	CBS440	BB	hom	FALSE
CBS4454	AEN	Kaffir beer	Beer	Beer	South Africa	no	A	2	aneu;+1*1;+1*3;+1*4;	Gain	heterozygous	207	6. African beer	CBS collection (Nguyen H.V.)	Peter	0.001616453	CBS4454	AA	hom	FALSE
CBS4455	ASC	Kaffir beer	Beer	Beer	South Africa	no	A	3	aneu;+1*1;	1only	heterozygous	240	6. African beer	CBS collection (Nguyen H.V.)	Peter	0.003004696	CBS4455	AA	hom	TRUE
CBS4456	AFL	Kaffir beer	Beer	Beer	South Africa	yes	A	1	aneu;+1*8;	Gain	homozygous	192	6. African beer	CBS collection (Nguyen H.V.)	Peter	0.000345926	CBS4456	AA	hom	FALSE
CBS4458	AGL	Red wine	Wine	Wine	France	yes	A	1	euploid	Euploid	homozygous	921	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000184982	CBS4458	AA	hom	FALSE
CBS4507	ASD	"Brewer's yeast, English top yeast"	Beer	Beer	NA	no	A	2	euploid	Euploid	heterozygous	239	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.00030732	CBS4507	AA	hom	FALSE
CBS457	AIF	Grape must	Wine	Must	Italy	no	A	2	euploid	Euploid	heterozygous	224	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000538991	CBS457	AA	hom	FALSE
CBS459	APT	Grape must	Wine	Must	Italy	no	A	2	aneu;+1*14;	Gain	homozygous	295	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000146437	CBS459	AA	hom	FALSE
CBS462	AQP	Grape must	Wine	Must	Spain	no	A	2	aneu;+1*1;+1*9;	Gain	heterozygous	219	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000326508	CBS462	AA	hom	FALSE
CBS4667	ASE	Grapes	Wine	Fruit	Former Czechoslovakia	no	A	2	euploid	Euploid	heterozygous	226	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.00030996	CBS4667	AA	hom	FALSE
CBS4734	AHB	Sugar cane juice	Nature	Nature	NA	yes	A	1	euploid	Euploid	homozygous	213	NA	CBS collection (Nguyen H.V.)	Peter	0.000243056	CBS4734	AA	hom	FALSE
CBS4903	AQA	Alpechin (waste from olive oil production)	Industrial	Industrial	Spain	no	A	2	euploid	Euploid	heterozygous	229	2. Alpechin	CBS collection (Nguyen H.V.)	Peter	0.001150036	CBS4903	AA	hom	FALSE
CBS5112	AQB	Grape must	Wine	Must	Spain	no	A	2	euploid	Euploid	homozygous	265	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000169023	CBS5112	AA	hom	FALSE
CBS5155	AQC	Fermenting Grape must	Wine	Must	South Armenia	no	A	2	euploid	Euploid	heterozygous	181	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000311885	CBS5155	AA	hom	FALSE
CBS5378	AQD	Alpechin (waste from olive oil production)	Industrial	Industrial	Spain	no	A	2	aneu;+1*8;	Gain	heterozygous	231	2. Alpechin	CBS collection (Nguyen H.V.)	Peter	0.001126351	CBS5378	AA	hom	FALSE
CBS5635	AHN	Grape must	Wine	Must	South Africa	yes	A	1	euploid	Euploid	homozygous	209	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000195292	CBS5635	AA	hom	FALSE
CBS5835	AHP	Wine	Wine	Wine	Spain	no	A	2	euploid	Euploid	heterozygous	265	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000400767	CBS5835	AA	hom	FALSE
CBS6006	AQE	Wine	Wine	Wine	Spain	no	A	2	euploid	Euploid	heterozygous	218	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000354552	CBS6006	AA	het	FALSE
CBS6007	AET	Wine	Wine	Wine	Spain	yes	A	1	euploid	Euploid	homozygous	185	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000153051	CBS6007	AA	hom	FALSE
CBS6216	AEV	Tapwater	Water	Water	"Rotterdam, Netherlands"	no	B	2	aneu;+1*7;	Gain	heterozygous	228	8. Mixed origin	CBS collection	Peter	0.002973796	CBS6216	BB	hom	FALSE
CBS6223	AGV	Grape juice	Wine	Must	Chile	yes	A	1	euploid	Euploid	homozygous	209	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000162243	CBS6223	AA	hom	FALSE
CBS6308	AGB	"Brewer yeast, Yorkshire type"	Beer	Beer	"South Yorkshire, UK"	no	junk	2	euploid	Euploid	heterozygous	60	11. Ale beer	CBS collection (Nguyen H.V.)	Peter	0.002645758	CBS6308	AB	het	FALSE
CBS6333	AHA	Rotting banana (from Musa sapientum)	Fruit	Fruit	Costa Rica	yes	A	1	euploid	Euploid	homozygous	194	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	0.000296632	CBS6333	AA	hom	FALSE
CBS6412	AFM	Sake yeast	Sake	Sake	Japan	yes	B	1	euploid	Euploid	homozygous	693	25. Sake	CBS collection (Nguyen H.V.)	Peter	0.000283911	CBS6412	BB	hom	FALSE
CBS6413	AFN	Sake yeast	Sake	Sake	Japan	yes	B	1	euploid	Euploid	homozygous	251	25. Sake	CBS collection (Nguyen H.V.)	Peter	0.000245448	CBS6413	BB	hom	FALSE
CBS6414	AEF	Sake yeast	Sake	Sake	Japan	yes	B	1	euploid	Euploid	homozygous	252	25. Sake	CBS collection (Nguyen H.V.)	Peter	0.000264979	CBS6414	BB	hom	FALSE
CBS6503	AFA	Brewery	Beer	Beer	UK	no	B	2	aneu;-1*16;	Loss	homozygous	203	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.000272829	CBS6503	BB	hom	FALSE
CBS6505	AFP	Brewery (Killer strain responsible for death of brewing yeast)	Beer	Beer	UK	no	B	2	euploid	Euploid	heterozygous	243	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.00030412	CBS6505	BB	hom	FALSE
CBS6914	AHI	White wine	Wine	Wine	Spain	yes	A	1	aneu;+1*14;	Gain	homozygous	244	1. Wine/European	CBS collection (Nguyen H.V.)	Peter	0.000158055	CBS6914	AA	hom	FALSE
CBS7371	AFB	Brewery	Beer	Beer	UK	yes	B	1	euploid	Euploid	homozygous	224	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.00030374	CBS7371	BB	hom	FALSE
CBS7539	AQG	Turbid beer	Beer	Beer	"Plovdiv, Bulgaria"	no	A	2	euploid	Euploid	heterozygous	221	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.001527447	CBS7539	AA	hom	FALSE
CBS7764	AFC	Salmo gairdneri (rainbow trout)	Nature	Nature	"Goteborg, Sweden"	no	B	2	aneu;+1*7;-1*14;	Both	heterozygous	294	8. Mixed origin	CBS collection (Nguyen H.V.)	Peter	0.00293629	CBS7764	AB	het	FALSE
CBS7765	ADT	Salmo gairdneri (rainbow trout)	Nature	Nature	"Sweden, Goteborg"	yes	A	1	euploid	Euploid	homozygous	267	M. Mosaic	CBS collection (Nguyen H.V.)	Peter	7.15E-06	CBS7765	AA	hom	FALSE
CBS7903	ADV	Palm wine	Palm wine	Palm wine	Nigeria	yes	B	1	euploid	Euploid	homozygous	219	13. African palm wine	CBS collection (Nguyen H.V.)	Peter	0.000276703	CBS7903	BB	hom	FALSE
CBS7957	AQH	Factory producing cassava flour	Industrial	Industrial	"Sao Paulo, Brazil"	no	A	3	aneu;+1*3;	Gain	heterozygous	220	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.004180958	CBS7957	AA	het	FALSE
CBS7958	AEA	Factory producing cassava flour	Industrial	Industrial	"Sao Paulo, Brazil"	yes	A	1	euploid	Euploid	homozygous	209	7. Mosaic beer	CBS collection (Nguyen H.V.)	Peter	0.000248512	CBS7958	AA	hom	FALSE
